SUBJECTID,age,emotion,ACTOR,presentNumber,meanAmpNC
07,olderAgeGroup,B,3,4,-2.353
07,olderAgeGroup,B,3,5,-9.731
07,olderAgeGroup,B,3,6,-4.372
07,olderAgeGroup,B,3,7,-6.778
07,olderAgeGroup,B,3,8,-15.656
07,olderAgeGroup,B,3,9,-3.217
07,olderAgeGroup,B,3,10,-7.854
07,olderAgeGroup,B,4,1,-14.929
07,olderAgeGroup,B,4,2,-22.36
07,olderAgeGroup,B,4,3,-14.999
07,olderAgeGroup,B,4,4,-14.178
07,olderAgeGroup,B,4,5,-16.192
07,olderAgeGroup,B,4,6,-3.999
07,olderAgeGroup,B,4,7,3.636
07,olderAgeGroup,B,4,8,-17.15
07,olderAgeGroup,B,4,9,-10.214
07,olderAgeGroup,B,4,10,-6.696
07,olderAgeGroup,B,5,1,-7.407
07,olderAgeGroup,B,5,2,-12.489
07,olderAgeGroup,B,5,3,-17.682
07,olderAgeGroup,B,5,4,-0.791
07,olderAgeGroup,B,5,5,-7.027
07,olderAgeGroup,B,5,6,0.615
07,olderAgeGroup,B,5,7,-7.987
07,olderAgeGroup,B,5,8,-12.086
07,olderAgeGroup,B,5,9,-3.227
07,olderAgeGroup,B,5,10,-11.626
07,olderAgeGroup,A,1,1,-34.689
07,olderAgeGroup,A,1,2,-31.719
07,olderAgeGroup,A,1,3,-32.717
07,olderAgeGroup,A,1,4,-29.788
07,olderAgeGroup,A,1,5,-20.651
07,olderAgeGroup,A,1,6,-23.246
07,olderAgeGroup,A,1,7,-30.312
07,olderAgeGroup,A,1,8,-23.747
07,olderAgeGroup,A,1,9,-29.726
07,olderAgeGroup,A,1,10,-16.902
07,olderAgeGroup,A,2,1,-17.662
07,olderAgeGroup,A,2,2,-8.471
07,olderAgeGroup,A,2,3,-17.733
07,olderAgeGroup,A,2,4,-17.917
07,olderAgeGroup,A,2,5,-17.491
07,olderAgeGroup,A,2,6,-4.096
07,olderAgeGroup,A,2,7,-12.526
07,olderAgeGroup,A,2,8,-7.793
07,olderAgeGroup,A,2,9,-5.925
07,olderAgeGroup,A,2,10,-6.565
07,olderAgeGroup,A,3,1,-20.91
07,olderAgeGroup,A,3,2,-12.173
07,olderAgeGroup,A,3,3,-18.932
07,olderAgeGroup,A,3,4,-15.629
07,olderAgeGroup,A,3,5,-8.053
07,olderAgeGroup,A,3,6,-10.505
07,olderAgeGroup,A,3,7,-2.243
07,olderAgeGroup,A,3,8,1.316
07,olderAgeGroup,A,3,9,-10.493
07,olderAgeGroup,A,3,10,-4.164
07,olderAgeGroup,A,4,1,-21.659
07,olderAgeGroup,A,4,2,-11.89
07,olderAgeGroup,A,4,3,-15.818
07,olderAgeGroup,A,4,4,-10.971
07,olderAgeGroup,A,4,5,-13.841
07,olderAgeGroup,A,4,6,-13.135
07,olderAgeGroup,A,4,7,-7.418
07,olderAgeGroup,A,4,8,-4.913
07,olderAgeGroup,A,4,9,3.81
07,olderAgeGroup,A,4,10,-3.878
07,olderAgeGroup,A,5,1,-9.192
07,olderAgeGroup,A,5,2,-5.92
07,olderAgeGroup,A,5,3,-10.624
07,olderAgeGroup,A,5,4,-2.573
07,olderAgeGroup,A,5,5,-12.38
07,olderAgeGroup,A,5,6,0.517
07,olderAgeGroup,A,5,7,-0.989
07,olderAgeGroup,A,5,8,1.951
07,olderAgeGroup,A,5,9,0.968
07,olderAgeGroup,A,5,10,8.124
08,youngerAgeGroup,B,1,1,-15.268
08,youngerAgeGroup,B,1,2,-22.374
08,youngerAgeGroup,B,1,3,-28.179
08,youngerAgeGroup,B,1,4,-21.482
08,youngerAgeGroup,B,1,5,-9.052
08,youngerAgeGroup,B,1,6,-20.178
08,youngerAgeGroup,B,1,7,-19.284
08,youngerAgeGroup,B,1,8,-18.839
08,youngerAgeGroup,B,1,9,-14.793
08,youngerAgeGroup,B,1,10,-12.875
08,youngerAgeGroup,B,2,1,-15.718
08,youngerAgeGroup,B,2,2,-16.838
08,youngerAgeGroup,B,2,3,-15.32
08,youngerAgeGroup,B,2,4,-4.069
08,youngerAgeGroup,B,2,5,-11.922
08,youngerAgeGroup,B,2,6,1.697
08,youngerAgeGroup,B,2,7,-1.707
08,youngerAgeGroup,B,2,8,-1.509
08,youngerAgeGroup,B,2,9,-5.877
08,youngerAgeGroup,B,2,10,-1.385
08,youngerAgeGroup,B,3,1,-13.951
08,youngerAgeGroup,B,3,2,-0.327
08,youngerAgeGroup,B,3,3,-2.44
08,youngerAgeGroup,B,3,4,-4.202
08,youngerAgeGroup,B,3,5,-11.711
08,youngerAgeGroup,B,3,6,-5.306
08,youngerAgeGroup,B,3,7,6.324
08,youngerAgeGroup,B,3,8,9.613
08,youngerAgeGroup,B,3,9,0.723
08,youngerAgeGroup,B,3,10,12.779
08,youngerAgeGroup,B,4,1,-17.174
08,youngerAgeGroup,B,4,2,-14.692
08,youngerAgeGroup,B,4,3,4.163
08,youngerAgeGroup,B,4,4,-8.992
08,youngerAgeGroup,B,4,5,-3.76
08,youngerAgeGroup,B,4,6,5.905
08,youngerAgeGroup,B,4,7,-11.893
08,youngerAgeGroup,B,4,8,-5.437
08,youngerAgeGroup,B,4,9,8.436
08,youngerAgeGroup,B,4,10,9.989
08,youngerAgeGroup,B,5,1,-12.944
08,youngerAgeGroup,B,5,2,-4.665
08,youngerAgeGroup,B,5,3,1.723
08,youngerAgeGroup,B,5,4,-3.72
08,youngerAgeGroup,B,5,5,4.112
08,youngerAgeGroup,B,5,6,0.212
08,youngerAgeGroup,B,5,7,7.02
08,youngerAgeGroup,B,5,8,0.692
08,youngerAgeGroup,B,5,9,7.897
08,youngerAgeGroup,B,5,10,10.34
08,youngerAgeGroup,A,1,1,-22.283
08,youngerAgeGroup,A,1,2,-24.278
08,youngerAgeGroup,A,1,3,-17.226
08,youngerAgeGroup,A,1,4,-15.152
08,youngerAgeGroup,A,1,5,-17.188
08,youngerAgeGroup,A,1,6,-19.011
08,youngerAgeGroup,A,1,7,-18.532
08,youngerAgeGroup,A,1,8,0.603
08,youngerAgeGroup,A,1,9,6.754
08,youngerAgeGroup,A,1,10,-11.137
08,youngerAgeGroup,A,2,1,-19.662
08,youngerAgeGroup,A,2,2,-14.841
08,youngerAgeGroup,A,2,3,-11.261
08,youngerAgeGroup,A,2,4,-18.892
08,youngerAgeGroup,A,2,5,-6.426
08,youngerAgeGroup,A,2,6,-3.829
08,youngerAgeGroup,A,2,7,-0.956
08,youngerAgeGroup,A,2,8,-0.607
08,youngerAgeGroup,A,2,9,-3.498
08,youngerAgeGroup,A,2,10,3.872
08,youngerAgeGroup,A,3,1,-9.087
08,youngerAgeGroup,A,3,2,-7.101
08,youngerAgeGroup,A,3,3,-2.336
08,youngerAgeGroup,A,3,4,-1.341
08,youngerAgeGroup,A,3,5,5.109
08,youngerAgeGroup,A,3,6,-3.322
08,youngerAgeGroup,A,3,7,0.3
08,youngerAgeGroup,A,3,8,3.033
08,youngerAgeGroup,A,3,9,6.342
08,youngerAgeGroup,A,3,10,13.027
08,youngerAgeGroup,A,4,1,-4.959
08,youngerAgeGroup,A,4,2,-5.572
08,youngerAgeGroup,A,4,3,-4.43
08,youngerAgeGroup,A,4,4,-12.919
08,youngerAgeGroup,A,4,5,1.221
08,youngerAgeGroup,A,4,6,4.54
08,youngerAgeGroup,A,4,7,-1.318
08,youngerAgeGroup,A,4,8,-4.194
08,youngerAgeGroup,A,4,9,6.496
08,youngerAgeGroup,A,4,10,5.311
08,youngerAgeGroup,A,5,1,3.92
08,youngerAgeGroup,A,5,2,-11.933
08,youngerAgeGroup,A,5,3,-0.899
08,youngerAgeGroup,A,5,4,3.57
08,youngerAgeGroup,A,5,5,-6.928
08,youngerAgeGroup,A,5,6,3.509
08,youngerAgeGroup,A,5,7,-5.27
08,youngerAgeGroup,A,5,8,3.68
08,youngerAgeGroup,A,5,9,9.466
08,youngerAgeGroup,A,5,10,7.586
09,olderAgeGroup,B,1,1,-27.547
09,olderAgeGroup,B,1,2,-19.687
09,olderAgeGroup,B,1,3,-13.576
09,olderAgeGroup,B,1,4,-12.741
09,olderAgeGroup,B,1,5,-2.799
09,olderAgeGroup,B,1,6,-9.683
09,olderAgeGroup,B,1,7,-9.484
09,olderAgeGroup,B,1,8,-8.774
09,olderAgeGroup,B,1,9,-6.508
09,olderAgeGroup,B,1,10,-7.039
09,olderAgeGroup,B,2,1,-12.761
09,olderAgeGroup,B,2,2,-0.457
09,olderAgeGroup,B,2,3,-17.813
09,olderAgeGroup,B,2,4,-18.261
09,olderAgeGroup,B,2,5,-5.935
09,olderAgeGroup,B,2,6,-9.709
09,olderAgeGroup,B,2,7,-8.724
09,olderAgeGroup,B,2,8,0.229
09,olderAgeGroup,B,2,9,-0.596
09,olderAgeGroup,B,2,10,1.137
09,olderAgeGroup,B,3,1,-11.594
09,olderAgeGroup,B,3,2,1.994
09,olderAgeGroup,B,3,3,1.218
09,olderAgeGroup,B,3,4,3.759
09,olderAgeGroup,B,3,5,1.294
09,olderAgeGroup,B,3,6,4.582
09,olderAgeGroup,B,3,7,6.454
09,olderAgeGroup,B,3,8,2.751
09,olderAgeGroup,B,3,9,15.672
09,olderAgeGroup,B,3,10,7.198
09,olderAgeGroup,B,4,1,-13.744
09,olderAgeGroup,B,4,2,-7.007
09,olderAgeGroup,B,4,3,-2.286
09,olderAgeGroup,B,4,4,-1.288
09,olderAgeGroup,B,4,5,-7.846
09,olderAgeGroup,B,4,6,0.632
09,olderAgeGroup,B,4,7,-7.866
09,olderAgeGroup,B,4,8,1.891
09,olderAgeGroup,B,4,9,11.291
09,olderAgeGroup,B,4,10,3.723
09,olderAgeGroup,B,5,1,4.504
09,olderAgeGroup,B,5,2,4.164
09,olderAgeGroup,B,5,3,-1.462
09,olderAgeGroup,B,5,4,-3.346
09,olderAgeGroup,B,5,5,2.512
09,olderAgeGroup,B,5,6,8.377
09,olderAgeGroup,B,5,7,5.394
09,olderAgeGroup,B,5,8,16.656
09,olderAgeGroup,B,5,9,16.024
09,olderAgeGroup,B,5,10,4.014
09,olderAgeGroup,A,1,1,-17.918
09,olderAgeGroup,A,1,2,-12.56
09,olderAgeGroup,A,1,3,-17.03
09,olderAgeGroup,A,1,4,-10.587
09,olderAgeGroup,A,1,5,-9.972
09,olderAgeGroup,A,1,6,-17.323
09,olderAgeGroup,A,1,7,-5.694
09,olderAgeGroup,A,1,8,-0.48
09,olderAgeGroup,A,1,9,-2.361
09,olderAgeGroup,A,1,10,-7.009
09,olderAgeGroup,A,2,1,0.051
09,olderAgeGroup,A,2,2,-9.628
09,olderAgeGroup,A,2,3,-3.405
09,olderAgeGroup,A,2,4,6.165
09,olderAgeGroup,A,2,5,-13.176
09,olderAgeGroup,A,2,6,-2.598
09,olderAgeGroup,A,2,7,0.025
09,olderAgeGroup,A,2,8,9.129
09,olderAgeGroup,A,2,9,5.491
09,olderAgeGroup,A,2,10,6.13
09,olderAgeGroup,A,3,1,-10.129
09,olderAgeGroup,A,3,2,-1.327
09,olderAgeGroup,A,3,3,-6.231
09,olderAgeGroup,A,3,4,5.863
09,olderAgeGroup,A,3,5,-3.214
09,olderAgeGroup,A,3,6,2.111
09,olderAgeGroup,A,3,7,7.977
09,olderAgeGroup,A,3,8,11.085
09,olderAgeGroup,A,3,9,10.372
09,olderAgeGroup,A,3,10,12.092
09,olderAgeGroup,A,4,1,-6.747
09,olderAgeGroup,A,4,2,-0.468
09,olderAgeGroup,A,4,3,2.074
09,olderAgeGroup,A,4,4,7.18
09,olderAgeGroup,A,4,5,10.473
09,olderAgeGroup,A,4,6,2.606
09,olderAgeGroup,A,4,7,9.529
09,olderAgeGroup,A,4,8,12.637
09,olderAgeGroup,A,4,9,14.533
09,olderAgeGroup,A,4,10,18.61
09,olderAgeGroup,A,5,1,-0.269
09,olderAgeGroup,A,5,2,0.151
09,olderAgeGroup,A,5,3,11.673
09,olderAgeGroup,A,5,4,5.985
09,olderAgeGroup,A,5,5,3.507
09,olderAgeGroup,A,5,6,15.706
09,olderAgeGroup,A,5,7,18.226
09,olderAgeGroup,A,5,8,9.458
09,olderAgeGroup,A,5,9,19.701
09,olderAgeGroup,A,5,10,16.711
10,olderAgeGroup,B,1,1,-30.795
10,olderAgeGroup,B,1,2,-33.529
10,olderAgeGroup,B,1,3,-44.804
10,olderAgeGroup,B,1,4,-39.839
10,olderAgeGroup,B,1,5,-23.619
10,olderAgeGroup,B,1,6,-23.652
10,olderAgeGroup,B,1,7,-31.74
10,olderAgeGroup,B,1,8,-24.097
10,olderAgeGroup,B,1,9,-27.196
10,olderAgeGroup,B,1,10,-22.018
10,olderAgeGroup,B,2,1,-43.248
10,olderAgeGroup,B,2,2,-26.433
10,olderAgeGroup,B,2,3,-26.315
10,olderAgeGroup,B,2,4,-28.032
10,olderAgeGroup,B,2,5,-20.81
10,olderAgeGroup,B,2,6,-21.839
10,olderAgeGroup,B,2,7,-19.653
10,olderAgeGroup,B,2,8,-26.474
10,olderAgeGroup,B,2,9,-19.798
10,olderAgeGroup,B,2,10,-11.586
10,olderAgeGroup,B,3,1,-24.148
10,olderAgeGroup,B,3,2,-36.092
10,olderAgeGroup,B,3,3,-26.385
10,olderAgeGroup,B,3,4,-33.083
10,olderAgeGroup,B,3,5,-11.904
10,olderAgeGroup,B,3,6,-16.981
10,olderAgeGroup,B,3,7,-15.191
10,olderAgeGroup,B,3,8,-20.43
10,olderAgeGroup,B,3,9,-21.469
10,olderAgeGroup,B,3,10,-1.508
10,olderAgeGroup,B,4,1,-24.188
10,olderAgeGroup,B,4,2,-14.451
10,olderAgeGroup,B,4,3,-12.434
10,olderAgeGroup,B,4,4,-12.085
10,olderAgeGroup,B,4,5,-16.408
10,olderAgeGroup,B,4,6,-9.991
10,olderAgeGroup,B,4,7,-15.09
10,olderAgeGroup,B,4,8,-4.293
10,olderAgeGroup,B,4,9,-11.592
10,olderAgeGroup,B,4,10,-18.96
10,olderAgeGroup,B,5,1,-17.631
10,olderAgeGroup,B,5,2,-3.304
10,olderAgeGroup,B,5,3,-16.701
10,olderAgeGroup,B,5,4,-27.947
10,olderAgeGroup,B,5,5,-18.468
10,olderAgeGroup,B,5,6,-11.662
10,olderAgeGroup,B,5,7,-14.212
10,olderAgeGroup,B,5,8,-3.694
10,olderAgeGroup,B,5,9,-9.732
10,olderAgeGroup,B,5,10,-8.393
10,olderAgeGroup,A,1,1,-42.351
10,olderAgeGroup,A,1,2,-46.313
10,olderAgeGroup,A,1,3,-28.343
10,olderAgeGroup,A,1,4,-26.925
10,olderAgeGroup,A,1,5,-40.693
10,olderAgeGroup,A,1,6,-28.386
10,olderAgeGroup,A,1,7,-27.818
10,olderAgeGroup,A,1,8,-24.765
10,olderAgeGroup,A,1,9,-23.797
10,olderAgeGroup,A,1,10,-25.809
10,olderAgeGroup,A,2,1,-34.403
10,olderAgeGroup,A,2,2,-28.346
10,olderAgeGroup,A,2,3,-20.357
10,olderAgeGroup,A,2,4,-20.955
10,olderAgeGroup,A,2,5,-24.479
10,olderAgeGroup,A,2,6,-17.421
10,olderAgeGroup,A,2,7,-20.549
10,olderAgeGroup,A,2,8,-20.747
10,olderAgeGroup,A,2,9,-9.561
10,olderAgeGroup,A,2,10,-25.714
10,olderAgeGroup,A,3,1,-18.814
10,olderAgeGroup,A,3,2,-19.45
10,olderAgeGroup,A,3,3,-22.427
10,olderAgeGroup,A,3,4,-7.231
10,olderAgeGroup,A,3,5,-17.683
10,olderAgeGroup,A,3,6,-21.115
10,olderAgeGroup,A,3,7,-21.619
10,olderAgeGroup,A,3,8,-15
10,olderAgeGroup,A,3,9,-20.837
10,olderAgeGroup,A,3,10,-15.093
10,olderAgeGroup,A,4,1,-21.015
10,olderAgeGroup,A,4,2,-22.075
10,olderAgeGroup,A,4,3,-15.045
10,olderAgeGroup,A,4,4,-21.806
10,olderAgeGroup,A,4,5,-14.346
10,olderAgeGroup,A,4,6,-18.147
10,olderAgeGroup,A,4,7,-18.317
10,olderAgeGroup,A,4,8,-15.468
10,olderAgeGroup,A,4,9,-9.679
10,olderAgeGroup,A,4,10,-10.187
10,olderAgeGroup,A,5,1,-16.46
10,olderAgeGroup,A,5,2,-11.61
10,olderAgeGroup,A,5,3,-8.28
10,olderAgeGroup,A,5,4,-10.252
10,olderAgeGroup,A,5,5,3.096
10,olderAgeGroup,A,5,6,5.512
10,olderAgeGroup,A,5,7,-4.944
10,olderAgeGroup,A,5,8,-8.919
10,olderAgeGroup,A,5,9,-12.688
10,olderAgeGroup,A,5,10,3.641
11,youngerAgeGroup,B,1,1,-18.426
11,youngerAgeGroup,B,1,2,-19.801
11,youngerAgeGroup,B,1,3,-10.906
11,youngerAgeGroup,B,1,4,-9.153
11,youngerAgeGroup,B,1,5,-2.258
11,youngerAgeGroup,B,1,6,-1.656
11,youngerAgeGroup,B,1,7,-13.704
11,youngerAgeGroup,B,1,8,-10.312
11,youngerAgeGroup,B,1,9,9.221
11,youngerAgeGroup,B,1,10,-4.894
11,youngerAgeGroup,B,2,1,-11.85
11,youngerAgeGroup,B,2,2,-0.881
11,youngerAgeGroup,B,2,3,-10.767
11,youngerAgeGroup,B,2,4,-1.932
11,youngerAgeGroup,B,2,5,1.574
11,youngerAgeGroup,B,2,6,4.394
11,youngerAgeGroup,B,2,7,10.007
11,youngerAgeGroup,B,2,8,-6.126
11,youngerAgeGroup,B,2,9,7.272
11,youngerAgeGroup,B,2,10,12.437
11,youngerAgeGroup,B,3,1,16.59
11,youngerAgeGroup,B,3,2,-1.658
11,youngerAgeGroup,B,3,3,6.553
11,youngerAgeGroup,B,3,4,-3.09
11,youngerAgeGroup,B,3,5,-8.268
11,youngerAgeGroup,B,3,6,17.148
11,youngerAgeGroup,B,3,7,-2.778
11,youngerAgeGroup,B,3,8,6.59
11,youngerAgeGroup,B,3,9,10.225
11,youngerAgeGroup,B,3,10,18.504
11,youngerAgeGroup,B,4,1,-12.927
11,youngerAgeGroup,B,4,2,-6.246
11,youngerAgeGroup,B,4,3,0.028
11,youngerAgeGroup,B,4,4,-8.181
11,youngerAgeGroup,B,4,5,12.191
11,youngerAgeGroup,B,4,6,15.708
11,youngerAgeGroup,B,4,7,9.896
11,youngerAgeGroup,B,4,8,6.407
11,youngerAgeGroup,B,4,9,5.344
11,youngerAgeGroup,B,4,10,18.602
11,youngerAgeGroup,B,5,1,1.992
11,youngerAgeGroup,B,5,2,7.975
11,youngerAgeGroup,B,5,3,2.777
11,youngerAgeGroup,B,5,4,13.313
11,youngerAgeGroup,B,5,5,4.63
11,youngerAgeGroup,B,5,6,10.894
11,youngerAgeGroup,B,5,7,10.368
11,youngerAgeGroup,B,5,8,4.832
11,youngerAgeGroup,B,5,9,17.508
11,youngerAgeGroup,B,5,10,21.947
11,youngerAgeGroup,A,1,1,-14.892
11,youngerAgeGroup,A,1,2,-8.634
11,youngerAgeGroup,A,1,3,1.635
11,youngerAgeGroup,A,1,4,-2.394
11,youngerAgeGroup,A,1,5,-0.015
11,youngerAgeGroup,A,1,6,-5.126
11,youngerAgeGroup,A,1,7,4.772
11,youngerAgeGroup,A,1,8,-7.646
11,youngerAgeGroup,A,1,9,-8.092
11,youngerAgeGroup,A,1,10,6.074
11,youngerAgeGroup,A,2,1,6.968
11,youngerAgeGroup,A,2,2,0.257
11,youngerAgeGroup,A,2,3,3.883
11,youngerAgeGroup,A,2,4,-10.353
11,youngerAgeGroup,A,2,5,-7.864
11,youngerAgeGroup,A,2,6,-0.719
11,youngerAgeGroup,A,2,7,12.463
11,youngerAgeGroup,A,2,8,-5.285
11,youngerAgeGroup,A,2,9,11.2
11,youngerAgeGroup,A,2,10,11.628
11,youngerAgeGroup,A,3,1,-4.303
11,youngerAgeGroup,A,3,2,1.369
11,youngerAgeGroup,A,3,3,-1.888
11,youngerAgeGroup,A,3,4,4.852
11,youngerAgeGroup,A,3,5,7.486
11,youngerAgeGroup,A,3,6,16.473
11,youngerAgeGroup,A,3,7,13.669
11,youngerAgeGroup,A,3,8,9.276
11,youngerAgeGroup,A,3,9,16.64
11,youngerAgeGroup,A,3,10,5.879
11,youngerAgeGroup,A,4,1,2.094
11,youngerAgeGroup,A,4,2,-8.572
11,youngerAgeGroup,A,4,3,-0.591
11,youngerAgeGroup,A,4,4,9.554
11,youngerAgeGroup,A,4,5,9.309
11,youngerAgeGroup,A,4,6,12.975
11,youngerAgeGroup,A,4,7,12.887
11,youngerAgeGroup,A,4,8,2.257
11,youngerAgeGroup,A,4,9,12.367
11,youngerAgeGroup,A,4,10,10.052
11,youngerAgeGroup,A,5,1,17.569
11,youngerAgeGroup,A,5,2,5.844
11,youngerAgeGroup,A,5,3,18.005
11,youngerAgeGroup,A,5,4,10.932
11,youngerAgeGroup,A,5,5,15.457
11,youngerAgeGroup,A,5,6,16.321
11,youngerAgeGroup,A,5,7,12.63
11,youngerAgeGroup,A,5,8,26.758
11,youngerAgeGroup,A,5,9,22.458
11,youngerAgeGroup,A,5,10,23.12
12,youngerAgeGroup,B,1,1,-45.405
12,youngerAgeGroup,B,1,2,-40.23
12,youngerAgeGroup,B,1,3,-30.529
12,youngerAgeGroup,B,1,4,-29.504
12,youngerAgeGroup,B,1,5,-34.02
12,youngerAgeGroup,B,1,6,-46.343
12,youngerAgeGroup,B,1,7,-39.022
12,youngerAgeGroup,B,1,8,-37.557
12,youngerAgeGroup,B,1,9,-19.793
12,youngerAgeGroup,B,1,10,-27.192
12,youngerAgeGroup,B,2,1,-34.857
12,youngerAgeGroup,B,2,2,-44.079
12,youngerAgeGroup,B,2,3,-34.817
12,youngerAgeGroup,B,2,4,-31.776
12,youngerAgeGroup,B,2,5,-21.99
12,youngerAgeGroup,B,2,6,-28.458
12,youngerAgeGroup,B,2,7,-16.177
12,youngerAgeGroup,B,2,8,-27.945
12,youngerAgeGroup,B,2,9,-21.935
12,youngerAgeGroup,B,2,10,-16.975
12,youngerAgeGroup,B,3,1,-30.676
12,youngerAgeGroup,B,3,2,-27.709
12,youngerAgeGroup,B,3,3,-14.832
12,youngerAgeGroup,B,3,4,-30.849
12,youngerAgeGroup,B,3,5,-16.07
12,youngerAgeGroup,B,3,6,-22.027
12,youngerAgeGroup,B,3,7,-26.825
12,youngerAgeGroup,B,3,8,-16.3
12,youngerAgeGroup,B,3,9,-16.124
12,youngerAgeGroup,B,3,10,-14.279
12,youngerAgeGroup,B,4,1,-31.926
12,youngerAgeGroup,B,4,2,-30.485
12,youngerAgeGroup,B,4,3,-30.067
12,youngerAgeGroup,B,4,4,-28.557
12,youngerAgeGroup,B,4,5,-20.395
12,youngerAgeGroup,B,4,6,-14.829
12,youngerAgeGroup,B,4,7,-23.586
12,youngerAgeGroup,B,4,8,-23.751
12,youngerAgeGroup,B,4,9,-8.532
12,youngerAgeGroup,B,4,10,-17.59
12,youngerAgeGroup,B,5,1,-20.771
12,youngerAgeGroup,B,5,2,-17.643
12,youngerAgeGroup,B,5,3,-22.167
12,youngerAgeGroup,B,5,4,-14.385
12,youngerAgeGroup,B,5,5,-13.774
12,youngerAgeGroup,B,5,6,-22.141
12,youngerAgeGroup,B,5,7,-13.156
12,youngerAgeGroup,B,5,8,-7.469
12,youngerAgeGroup,B,5,9,0.149
12,youngerAgeGroup,B,5,10,-11.592
12,youngerAgeGroup,A,1,1,-50.547
12,youngerAgeGroup,A,1,2,-29.687
12,youngerAgeGroup,A,1,3,-41.831
12,youngerAgeGroup,A,1,4,-38.952
12,youngerAgeGroup,A,1,5,-32.534
12,youngerAgeGroup,A,1,6,-46.995
12,youngerAgeGroup,A,1,7,-23.387
12,youngerAgeGroup,A,1,8,-29.049
12,youngerAgeGroup,A,1,9,-31.68
12,youngerAgeGroup,A,1,10,-21.59
12,youngerAgeGroup,A,2,1,-15.407
12,youngerAgeGroup,A,2,2,-28.627
12,youngerAgeGroup,A,2,3,-41.692
12,youngerAgeGroup,A,2,4,-28.288
12,youngerAgeGroup,A,2,5,-31.693
12,youngerAgeGroup,A,2,6,-21.778
12,youngerAgeGroup,A,2,7,-33.839
12,youngerAgeGroup,A,2,8,-27.9
12,youngerAgeGroup,A,2,9,-16.455
12,youngerAgeGroup,A,2,10,-15.951
12,youngerAgeGroup,A,3,1,-31.107
12,youngerAgeGroup,A,3,2,-23.591
12,youngerAgeGroup,A,3,3,-13.608
12,youngerAgeGroup,A,3,4,-26.656
12,youngerAgeGroup,A,3,5,-25.563
12,youngerAgeGroup,A,3,6,-13.308
12,youngerAgeGroup,A,3,7,-18.362
12,youngerAgeGroup,A,3,8,-12.467
12,youngerAgeGroup,A,3,9,-11.208
12,youngerAgeGroup,A,3,10,-16.912
12,youngerAgeGroup,A,4,1,-34.39
12,youngerAgeGroup,A,4,2,-25.767
12,youngerAgeGroup,A,4,3,-16.466
12,youngerAgeGroup,A,4,4,-15.992
12,youngerAgeGroup,A,4,5,-27.03
12,youngerAgeGroup,A,4,6,-24.681
12,youngerAgeGroup,A,4,7,-9.543
12,youngerAgeGroup,A,4,8,-22.963
12,youngerAgeGroup,A,4,9,-2.271
12,youngerAgeGroup,A,4,10,-13.51
12,youngerAgeGroup,A,5,1,-24.015
12,youngerAgeGroup,A,5,2,-18.181
12,youngerAgeGroup,A,5,3,-18.314
12,youngerAgeGroup,A,5,4,-9.183
12,youngerAgeGroup,A,5,5,-8.586
12,youngerAgeGroup,A,5,6,-17.778
12,youngerAgeGroup,A,5,7,-4.171
12,youngerAgeGroup,A,5,8,-12.836
12,youngerAgeGroup,A,5,9,-12.184
12,youngerAgeGroup,A,5,10,-1.627
13,olderAgeGroup,B,1,1,-30.466
13,olderAgeGroup,B,1,2,-29.286
13,olderAgeGroup,B,1,3,-18.808
13,olderAgeGroup,B,1,4,-20.153
13,olderAgeGroup,B,1,5,-31.269
13,olderAgeGroup,B,1,6,-27.583
13,olderAgeGroup,B,1,7,-13.482
13,olderAgeGroup,B,1,8,-9.658
13,olderAgeGroup,B,1,9,-14.723
13,olderAgeGroup,B,1,10,-21.058
13,olderAgeGroup,B,2,1,-25.504
13,olderAgeGroup,B,2,2,-18.552
13,olderAgeGroup,B,2,3,-11.789
13,olderAgeGroup,B,2,4,-22.911
13,olderAgeGroup,B,2,5,5.939
13,olderAgeGroup,B,2,6,-17.311
13,olderAgeGroup,B,2,7,-4.086
13,olderAgeGroup,B,2,8,-2.817
13,olderAgeGroup,B,2,9,-8.076
13,olderAgeGroup,B,2,10,0.871
13,olderAgeGroup,B,3,1,-17.206
13,olderAgeGroup,B,3,2,-8.456
13,olderAgeGroup,B,3,3,-6.447
13,olderAgeGroup,B,3,4,-7.651
13,olderAgeGroup,B,3,5,-7.608
13,olderAgeGroup,B,3,6,-6.403
13,olderAgeGroup,B,3,7,-0.564
13,olderAgeGroup,B,3,8,7.214
13,olderAgeGroup,B,3,9,6.958
13,olderAgeGroup,B,3,10,7.638
13,olderAgeGroup,B,4,1,-18.423
13,olderAgeGroup,B,4,2,-9.985
13,olderAgeGroup,B,4,3,-9.191
13,olderAgeGroup,B,4,4,2.3
13,olderAgeGroup,B,4,5,-8.623
13,olderAgeGroup,B,4,6,-6.522
13,olderAgeGroup,B,4,7,2.774
13,olderAgeGroup,B,4,8,1.221
13,olderAgeGroup,B,4,9,-8.082
13,olderAgeGroup,B,4,10,11.94
13,olderAgeGroup,B,5,1,-3.581
13,olderAgeGroup,B,5,2,0.138
13,olderAgeGroup,B,5,3,-1.203
13,olderAgeGroup,B,5,4,3.609
13,olderAgeGroup,B,5,5,3.251
13,olderAgeGroup,B,5,6,-0.498
13,olderAgeGroup,B,5,7,7.382
13,olderAgeGroup,B,5,8,1.218
13,olderAgeGroup,B,5,9,5.6
13,olderAgeGroup,B,5,10,7.522
13,olderAgeGroup,A,1,1,-20.798
13,olderAgeGroup,A,1,2,-16.841
